22,40,3
23,40,3
366,24,3
366,100,3
367,100,3
368,100,3
369,100,3
370,100,3
371,100,3
372,100,3
373,100,3
374,100,3
375,100,3
376,100,3
327,40,3
435,11,3
487,14,3
711,20,3
726,10,3
835,2,3
890,12,3
1045,11,3
1100,3,3
1278,35,3
1366,11,3
1450,5,3
1468,5,3
1497,3,3
1531,40,3
1784,33,3
1835,13,3
1888,14,3
1959,35,3
2127,10,3
2163,8,3
2209,2,3
2231,1.5,3
2295,33,3
2316,15,3
2809,13,3
2817,4,3
2839,13.5,3
2955,24,3
2993,14,3
3001,0,3
3010,0,3
3026,1.5,3
3155,0.5,3
3217,30,3
3251,62,3
4034,35,3
4068,25,3
4069,17,3
4073,42.5,3
4114,0,3
3713,19,3
4154,18,3
4602,2.5,3
4753,11,3
4756,8,3
4760,16,3
4791,17,3
4842,13,3
4879,30,3
4943,20,3
4994,19,3
5045,17,3
5118,7,3
5166,16,3
5221,13,3
5319,15,3
5395,23,3
5496,9,3
5529,14,3
5629,16,3
5630,16,3
5631,16,3
5632,16,3
5633,16,3
5634,16,3
5635,16,3
5636,16,3
5637,16,3
5638,16,3
5639,16,3
5640,16,3
5641,16,3
5642,16,3
5643,16,3
5644,16,3
5645,16,3
5646,16,3
5647,16,3
5648,16,3
5649,16,3
5650,16,3
5651,16,3
5747,28,3
5777,36,3
5794,24,3
5830,21,3
5859,21,3
6080,34,3
6089,28,3
6099,16,3
6281,18,3
6314,23,3
6319,14,3
6344,23,3
6345,23,3
6346,23,3
6376,23,3
6377,23,3
6602,4,3
6625,8,3
6766,40,3
56,22,2
462,45,2
681,38,2
703,42,2
809,33,2
1067,28,2
1691,30,2
1608,36.5,2
1732,20,2
1733,20,2
1734,20,2
1735,20,2
1736,20,2
1737,20,2
1738,20,2
1739,20,2
1740,20,2
1741,20,2
1742,20,2
1743,20,2
1744,20,2
1745,20,2
1746,20,2
1747,20,2
1748,20,2
1749,20,2
2005,0,2
2002,11,2
2033,0,2
2169,35,2
2329,27,2
2546,47,2
2573,37,2
2646,58,2
2849,41,2
2946,14,2
2976,5,2
2993,0,2
3055,40,2
3060,15,2
3061,15,2
3062,15,2
3063,15,2
3064,15,2
3065,15,2
3066,15,2
3145,40,2
3146,40,2
3147,40,2
3148,40,2
3149,40,2
3150,40,2
3151,40,2
3164,37.5,2
3214,20,2
3698,60,2
3684,53,2
3728,22,2
3748,33,2
2950,34,2
3833,21,2
3901,44,2
3926,9,2
3935,4,2
3943,0,2
